smiles,name,sources,n_sources
CC(=O)OC1=C(CC=C(C)C)C(=O)C(=O)c2ccccc21,,local|unified,2
CC(=O)OC1=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)CCC1=O,,local|unified,2
CC(=O)OC1=CCC2C3CCC(C3)C12,,local|pyrfume|unified,3
CC(=O)OC1C(=O)C(NCCCCC(N)C(=O)O)OC(CO)C1O,,local|unified,2
CC(=O)OC1C(=O)C(O)C(O)C(O)C1O,,local|unified,2
CC(=O)OC1C(=O)C=C(C(=O)O)CC1O,,local|unified,2
CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12,,local|unified,2
CC(=O)OC1C(C(=O)NC2CC2)OC(n2cnc3c(N)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(C(=O)O)OC([n+]2cccc(C3CCCN3C)c2)C(O)C1O,,local|unified,2
CC(=O)OC1C(C)(C)[C@@H]2CC[C@@]1(C)C2,,local|pyrfume|unified,3
CC(=O)OC1C(C)OC(n2cc(F)c(=O)[nH]c2=O)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(NCCCCC(N)C(=O)O)C(=O)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(Oc2ccccc2CO)C(O)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(c2[nH]nc3c(=O)nc[nH]c23)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cc(F)c(=O)[nH]c2=O)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc(C(N)=O)n2)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(=O)[nH]c(=O)[nH]c32)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(=O)nc(N)[nH]c32)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(=O)nc(N)[nH]c32)C1OP(=O)(O)O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(N)nccc32)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(Nc4ccccc4)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(CO)OC(n2cnc3c(S)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)NC(c2c[nH]c3c(=O)nc[nH]c23)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC(N)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC(N2C(=O)CC(=O)NC2=O)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC(Nc2[nH]c(=O)[nH]c(=O)c2N)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC([n+]2cccc(C(N)=O)c2)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC(n2ccc(N)nc2=O)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)O)OC(n2cnc(C(N)=O)c2N)C1O,,local|unified,2
CC(=O)OC1C(COP(=O)(O)OC(=O)C(N)CO)OC(n2cnc3c(N)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(CSCCC(N)C(=O)O)OC(n2cnc3c(N)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(C[S+](C)CCCN)OC(n2cnc3c(N)ncnc32)C1O,,local|unified,2
CC(=O)OC1C(NO)=NC(CO)C(O)C1O,,local|unified,2
CC(=O)OC1C(O)C(=O)C(O)C(O)C1O,,local|unified,2
CC(=O)OC1C(O)C(C(=O)NC2CC2)OC1n1cnc2c(N)ncnc21,,local|unified,2
CC(=O)OC1C(O)C(C(=O)O)OC([n+]2cccc(C3CCCN3C)c2)C1O,,local|unified,2
CC(=O)OC1C(O)C(C)OC1n1cc(F)c(=O)[nH]c1=O,,local|unified,2
CC(=O)OC1C(O)C(CO)N2C(=O)C(=O)NC2C1O,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cc(F)c(=O)[nH]c1=O,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc(C(N)=O)n1,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(=O)[nH]c(=O)[nH]c21,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(=O)nc(N)[nH]c21,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(N)nccc21,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(NC3CCCC3)nc(Cl)nc21,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(Nc3ccccc3)ncnc21,,local|unified,2
CC(=O)OC1C(O)C(CO)OC1n1cnc2c(S)ncnc21,,local|unified,2
CC(=O)OC1C(O)C(CSCCC(N)C(=O)O)OC1n1cnc2c(N)ncnc21,,local|unified,2
CC(=O)OC1C(O)C(C[S+](C)CCCN)OC1n1cnc2c(N)ncnc21,,local|unified,2
CC(=O)OC1C(O)C(O)C(=O)C(O)C1O,,local|unified,2
CC(=O)OC1C(O)C(O)C(CO)N2C(=O)C(=O)NC12,,local|unified,2
CC(=O)OC1C(O)C(O)C(O)C2OP(=O)(O)OC12,,local|unified,2
CC(=O)OC1C(O)C(O)C2NC(=O)C(=O)N2C1CO,,local|unified,2
CC(=O)OC1C(O)C(O)C2OP(=O)(O)OC2C1O,,local|unified,2
CC(=O)OC1C(O)C(O)c2cn[nH][n+]2C1CO,,local|unified,2
CC(=O)OC1C(O)CNC1CO,,local|unified,2
CC(=O)OC1C(O)COC1CO,,local|unified,2
CC(=O)OC1C(O)OC(C(=O)O)C(O)C1O,,local|unified,2
CC(=O)OC1C(O)c2cn[nH][n+]2C(CO)C1O,,local|unified,2
CC(=O)OC1C(OC2=CC(=O)CC2)c2cc(C#N)ccc2OC1(C)C,,local|unified,2
CC(=O)OC1C(OP(=O)(O)O)OCC(N)C1O,,local|unified,2
CC(=O)OC1C(c2[nH]nc3c(=O)nc[nH]c23)OC(CO)C1O,,local|unified,2
CC(=O)OC1C2(C(C)C)OC2C2OC23C2(C)CCC4=C(COC4=O)C2CC2OC213,,local|unified,2
CC(=O)OC1C2(C)CCC(C2)C1(C)C,,local|pyrfume|unified,3
CC(=O)OC1C2OP(=O)(O)OCC2OC1n1c(Br)nc2c(N)ncnc21,,local|unified,2
CC(=O)OC1C2OP(=O)(O)OCC2OC1n1c(CS)nc2c(N)ncnc21,,local|unified,2
CC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,,local|pyrfume|unified,3
CC(=O)OC1C=C(C)C2CC1C2(C)C,,local|pyrfume|unified,3
CC(=O)OC1C=C(C)CCC1C(C)C,,local|pyrfume|unified,3
CC(=O)OC1C=C(Cl)C(Cl)C=C1Cl,,local|unified,2
CC(=O)OC1C=C2CC(O)CCC2(C)C2CCC3(C)C(C(C)CCCC(C)C)CCC3C12,,local|unified,2
CC(=O)OC1C=CC(C)(O)C(=O)C(C)CC=CC2C(O)C(C)(O)C(C)C3C(Cc4ccccc4)NC(=O)C123,,local|unified,2
CC(=O)OC1C=CC(C)(O)C(=O)C(C)CC=CC2C(O)C(C)=C(C)C3C(Cc4ccccc4)NC(=O)C123,,local|unified,2
CC(=O)OC1C=CC(C)(O)C(=O)C(C)CC=CC2C(O)C3(C)OC3(C)C3C(Cc4ccccc4)NC(=O)C123,,local|unified,2
CC(=O)OC1C=CC(C)(O)C(=O)C(C)CC=CC2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C123,,local|unified,2
CC(=O)OC1C=CC(C)(O)CC(C)CC=CC2C(O)C(C)(C)C(C)C3C(Cc4ccccc4)NC(=O)C123,,local|unified,2
CC(=O)OC1C=CC2C3Cc4ccc(OC(C)O)c5c4C2(CCN3C)C1O5,,local|unified,2
CC(=O)OC1CC(=O)C(CC=CCCCC(=O)O)C1C=CC(O)CCc1ccccc1,,local|unified,2
CC(=O)OC1CC(C(=O)O)=CC(=O)C1O,,local|unified,2
CC(=O)OC1CC(C)(C)CCC1C,,local|unified,2
CC(=O)OC1CC(C)=C2C(C=C(C)C(=O)O)CCC(C)C21,,local|unified,2
CC(=O)OC1CC(C)CC(C)(C)C1,,local|pyrfume|unified,3
CC(=O)OC1CC(C)CCC1C(C)C.CC(C)=C1CCC(C)CC1=O.CC1CCC(C(C)C)C(=O)C1.CC1CCC(C(C)C)C(O)C1.CC1CCC2(CC1)OCC2C.Cc1coc2c1CCC(C)C2,,local|pyrfume|unified,3
CC(=O)OC1CC(O)(C(=O)O)CC(=O)C1O,,local|unified,2
CC(=O)OC1CC(O)(C(=O)O)CC(O)C1O,,local|unified,2
CC(=O)OC1CC(O)C(C=CC(O)COc2cccc(Cl)c2)C1CC=CCCCC(=O)[O-],,local|unified,2
CC(=O)OC1CC(O)C(CC=CCCCC(=O)[O-])C1C=CC(O)COc1cccc(Cl)c1,,local|unified,2
CC(=O)OC1CC(n2cc(Br)c(=O)[nH]c2=O)OC1COP(=O)(O)O,,local|unified,2
CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COP(=O)(O)O,,local|unified,2
CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COP(=O)(O)OP(=O)(O)O,,local|unified,2
CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1COP(=O)(O)OP(=O)(O)Oc1ccccc1,,local|unified,2
CC(=O)OC1CC(n2cc(F)c(=O)[nH]c2=O)OC1COP(=O)(O)O,,local|unified,2
CC(=O)OC1CC(n2ccc(=O)[nH]c2=O)OC1C,,local|unified,2
CC(=O)OC1CC(n2ccc(N)nc2=O)OC1COP(=O)(O)O,,local|unified,2
CC(=O)OC1CC(n2cnc3c(N)ncnc32)OC1CO,,local|unified,2
CC(=O)OC1CC2(C)C(C(=O)CO)CCC2C2CCC3=CC(=O)CCC3(C)C12,,local|unified,2
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,,local|unified,2
CC(=O)OC1CC2(C)C(CC3OC(C)(C)OC32C(=O)CO)C2CC(F)C3=CC(=O)C=CC3(C)C12F,,local|unified,2
CC(=O)OC1CC2(C)C(CCC2(O)C(=O)COP(=O)([O-])[O-])C2CCC3=CC(=O)CCC3(C)C12,,local|unified,2
CC(=O)OC1CC2(C)C(CCC3C4C=CC(=O)C(C)C4C(OC(C)=O)C(=O)C32C)C1=C(CCC=C(C)C)C(=O)O,,local|unified,2
CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,,local|unified,2
CC(=O)OC1CC2C(CCC3CC(O)CCC32C)C2CCC(C(C)CCC(=O)O)C12C,,local|unified,2
CC(=O)OC1CC2C3(C)CCC4C(C)(C)CCCC4(C)C3CC(O)C2(C)C2C1=COC2OC(C)=O,,local|unified,2
CC(=O)OC1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)C1OC(C)=O,,local|unified,2
CC(=O)OC1CC2CC(O)CCC2(C)C2CC(O)C3(C)C(C(C)CCC(=O)O)CCC3C12,,local|unified,2
CC(=O)OC1CC2CC(O)CCC2(C)C2CC(O)C3(C)C(C(C)CCCC(C)CO)CCC3C12,,local|unified,2
CC(=O)OC1CC2CC1C1C=CCC21,,local|pyrfume|unified,3
CC(=O)OC1CC2CC1C1CC=CC21,,local|pyrfume|unified,3
CC(=O)OC1CC2CC1C1CCCC21,,local|pyrfume|unified,3
CC(=O)OC1CC2CCC1(C)OC2(C)C,,local|pyrfume|unified,3
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1,,local|unified,2
CC(=O)OC1CCC(C(C)(C)C)CC1,,local|pyrfume|unified,3
CC(=O)OC1CCC(C)C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)C1,,local|unified,2
CC(=O)OC1CCC(C)CC1C(C)(C)C,,local|pyrfume|unified,3
CC(=O)OC1CCC(NCc2cc(Br)cc(Br)c2N)CC1,,local|unified,2
CC(=O)OC1CCC2(C)C(=CC(O)C3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,,local|unified,2
CC(=O)OC1CCC2(C)C(C1)CC(O)C1C2CC(O)C2(C)C(C(C)CCC(=O)O)CCC12,,local|unified,2
CC(=O)OC1CCC2(C)C(C1)CC(O)C1C2CC(O)C2(C)C(C(C)CCCC(C)CO)CCC12,,local|unified,2
CC(=O)OC1CCC2(C)C(CC=C3C2CCC2(C)C3CCC2C(C)CCCC(C)C)C1,,local|unified,2
CC(=O)OC1CCC2(C)C(CCC3C2CC(O)C2(C)C(C(C)CCC(=O)O)CCC32)C1,,local|unified,2
CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,,local|unified,2
CC(=O)OC1CCC2(C)C3CC(=O)C(=C(C)C=CC=C(C)C(O)CC=C(C)C)C3(C)CCC2C1(C)CO,,local|unified,2
CC(=O)OC1CCC2(C)C3CC(=O)C(=C(C)C=CC=C(C)c4ccc(C)c(=O)o4)C3(C)CCC2C1(C)C,,local|unified,2
CC(=O)OC1CCC2(C)C3CCC4(C)C(C(C=O)CC(=O)C=C(C)C)C(O)CC4(C)C3=CCC2C1(C)C(=O)O,,local|unified,2
CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,,local|unified,2
CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,local|unified,2
CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,,local|unified,2
CC(=O)OC1CCC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC12C,,local|unified,2
CC(=O)OC1CCC2CCCCC2C1,,local|pyrfume|unified,3
CC(=O)OC1CCCC(C(C)(C)C)C1,,local|unified,2
CC(=O)OC1CCCC1,,local|pyrfume|unified,3
CC(=O)OC1CCCCC1,,local|pyrfume|unified,3
CC(=O)OC1CCCCC1C(C)(C)C,,local|pyrfume|unified,3
CC(=O)OC1CCCCC1N1CCC(c2ccccc2)CC1,,local|unified,2
CC(=O)OC1CCCCCCCCCCC1,,local|pyrfume|unified,3
CC(=O)OC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2CCC4C)CC1,,local|unified,2
CC(=O)OC1CN(C)C2=CC(=O)C(=O)C=C21,,local|unified,2
CC(=O)OC1CN(Cc2cccs2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,local|unified,2
CC(=O)OC1CN2CCC1CC2,,local|unified,2
CC(=O)OC1CNC(CO)C1O,,local|unified,2
CC(=O)OC1COC(CO)C1O,,local|unified,2
CC(=O)OC1COC(O)(CO)C(O)C1O,,local|unified,2
CC(=O)OC1COP(=O)([O-])OC1C(O)C1=CNC2N=C(N)NC(=O)C2N1,,local|unified,2
CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,,local|unified,2
CC(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,,local|unified,2
CC(=O)OC1OC(CO)C(OC2OC(CO)C(OC(C)=O)C(O)C2O)C(O)C1O,,local|unified,2
CC(=O)OC=C(C)c1ccccc1,,local|unified,2
CC(=O)OC=Cc1ccccc1,,local|unified,2
CC(=O)OCC(=CCC(C)C)C(C)C,,local|pyrfume|unified,3
CC(=O)OCC(=O)C(O)C(O)CO,,local|unified,2
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)C(Cl)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(OC(C)=O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,local|unified,2
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,local|unified,2
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,,local|unified,2
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,local|unified,2
CC(=O)OCC(=O)COP(=O)(O)O,,local|unified,2
CC(=O)OCC(=O)NCCCOc1cc(C)cc(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(=O)NCCCOc1cc(CN2CCCCC2)ccc1C,,local|unified,2
CC(=O)OCC(=O)NCCCOc1cc(CN2CCCCC2)ccc1O,,local|unified,2
CC(=O)OCC(=O)NCCCOc1cc(O)cc(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(=O)NCCCOc1ccc(C)c(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(=O)NCCCOc1ccc(O)c(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(Br)(CO)[N+](=O)[O-],,local|unified,2
CC(=O)OCC(C)(N)CO,,local|unified,2
CC(=O)OCC(C)=CCCC1(C)C2CC3C(C2)C31C,,local|unified,2
CC(=O)OCC(C)C,,local|pyrfume|unified,3
CC(=O)OCC(C)C1CC=C(C)CC1,,local|pyrfume|unified,3
CC(=O)OCC(C)CC1CCCC1=O,,local|unified,2
CC(=O)OCC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,local|unified,2
CC(=O)OCC(C)O,,local|pyrfume|unified,3
CC(=O)OCC(C)OC(C)=O,,local|pyrfume|unified,3
CC(=O)OCC(C)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,,local|unified,2
CC(=O)OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,,local|unified,2
CC(=O)OCC(CO)OC(C)=O,,local|pyrfume|unified,3
CC(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,,local|unified,2
CC(=O)OCC(N)C(=O)O,,local|unified,2
CC(=O)OCC(N)C(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,local|unified,2
CC(=O)OCC(N)Cc1cnc[nH]1,,local|unified,2
CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,,local|unified,2
CC(=O)OCC(O)C(O)c1cnc2[nH]c(N)nc(=O)c2n1,,local|unified,2
CC(=O)OCC(O)C1(O)C(Cl)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,local|unified,2
CC(=O)OCC(O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,local|unified,2
CC(=O)OCC(O)CN1CCN(c2ccccc2)CC1,,local|unified,2
CC(=O)OCC(O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12,,local|unified,2
CC(=O)OCC(O)COc1ccccc1C,,local|unified,2
CC(=O)OCC(O)NCCCOc1cccc(CN2CCCCC2)c1,,local|unified,2
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,,local|unified,2
CC(=O)OCC(OC(C)=O)c1ccccc1,,local|pyrfume|unified,3
CC(=O)OCC1(CO)C(=O)C(C)CCN1C,,local|unified,2
CC(=O)OCC1(O)CC23CCC4c5c(C)coc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1(O)CC23CCC4c5c(O)coc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1(O)CC23CCC4c5cc(C)oc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1(O)CC23CCC4c5cc(O)oc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1(O)CC23CCC4c5ccoc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1(O)OCC(O)C(O)C1O,,local|unified,2
CC(=O)OCC1(OC(C)=O)CC23CCC4c5ccoc5CCC4(C)C2CCC1C3,,local|unified,2
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccnc(C)c3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccnc(O)c3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3C)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3O)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C(=O)[O-])N2C(O)C(NC(=O)CSc3ccncc3)C2SC1,,local|unified,2
CC(=O)OCC1=C(C([O-])O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,,local|unified,2
CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C,,local|unified,2
CC(=O)OCC1=CCC2CC1C2(C)C,,local|pyrfume|unified,3
CC(=O)OCC1=CC[C@@H]2C[C@H]1C2(C)C,,local|pyrfume|unified,3
CC(=O)OCC1C(O)C(O)C(O)c2cn[nH][n+]21,,local|unified,2
CC(=O)OCC1C=CC(C(C)C)CC1,,local|pyrfume|unified,3
CC(=O)OCC1C=CC(n2cnc3c(NC4CC4)nc(N)nc32)C1,,local|unified,2
CC(=O)OCC1CC(C)=CC(C)C1,,local|pyrfume|unified,3
CC(=O)OCC1CCC(C)(C)C23CC4CC2C13C4(C)C,,local|pyrfume|unified,3
CC(=O)OCC1CCC(C)CC1C,,local|pyrfume|unified,3
CC(=O)OCC1CCC(n2ccc(N)nc2=O)O1,,local|unified,2
CC(=O)OCC1CCC2C3CCC(C3)C12,,local|pyrfume|unified,3
CC(=O)OCC1CCC2CC1C2(C)C,,local|pyrfume|unified,3
CC(=O)OCC1CCC=C(CCC=C(C)C)C1,,local|unified,2
CC(=O)OCC1N=C(NO)C(O)C(O)C1O,,local|unified,2
CC(=O)OCC1NCC(O)C1O,,local|unified,2
CC(=O)OCC1OC(NCCCCC(N)C(=O)O)C(=O)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(OC(C)=O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,,local|pyrfume|unified,3
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,,local|pyrfume|unified,3
CC(=O)OCC1OC(OC2C(CO)OC(OC(C)=O)C(O)C2O)C(O)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(Oc2ccccc2CO)C(O)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(c2[nH]nc3c(=O)nc[nH]c23)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1OP(=O)(O)O,,local|unified,2
CC(=O)OCC1OC(n2cnc(C(N)=O)n2)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(=O)[nH]c(=O)[nH]c32)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(=O)nc(N)[nH]c32)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(=O)nc(N)[nH]c32)C(OP(=O)(O)O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(N)nccc32)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(N)ncnc32)C2OP(=O)(O)OC12,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(Nc4ccccc4)ncnc32)C(O)C1O,,local|unified,2
CC(=O)OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O,,local|unified,2
CC(=O)OCC1OCC(O)C1O,,local|unified,2
CC(=O)OCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,,local|unified,2
CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C,,local|unified,2
CC(=O)OCC=C1OC2CC(=O)N2C1C(=O)O,,local|unified,2
CC(=O)OCC=Cc1ccccc1,,local|pyrfume|unified,3
CC(=O)OCC=O,,local|unified,2
CC(=O)OCCC(C)(C)S,,local|pyrfume|unified,3
CC(=O)OCCC(C)CC(C)(C)C,,local|pyrfume|unified,3
CC(=O)OCCC(C)CCC=C(C)C,,local|pyrfume|unified,3
CC(=O)OCCC(C)CCCC(C)C,,local|pyrfume|unified,3
CC(=O)OCCC(C)S,,local|pyrfume|unified,3
CC(=O)OCCC(N)C(=O)O,,local|unified,2
CC(=O)OCCC(N)C(=O)OC(C)=O,,local|unified,2
CC(=O)OCCC(N)C(O)O,,local|unified,2
CC(=O)OCCC1(C)CCC(C(C)C)S1,,local|pyrfume|unified,3
CC(=O)OCCC1=CC[C@H]2C[C@@H]1C2(C)C,,local|pyrfume|unified,3
CC(=O)OCCC1CC=C(C)C1(C)C,,local|pyrfume|unified,3
CC(=O)OCCC1CCCCC1,,local|pyrfume|unified,3
CC(=O)OCCCC(C)c1ccccc1,,local|pyrfume|unified,3
